"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"ADAMTS17--AKAP13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--LPAR1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--NCF4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--SLC12A1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS7--TMEM135"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTSL1--WNT5B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--COX19"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--GET4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--MAD1L1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAR--CCT5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAR--KRTCAP2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAT1--KARS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAT2--VTA1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCK2--TBXAS1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCK5--CPSF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCK5--HEATR7A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCK5--HSF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--CLPTM1L"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--PARP8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--CLUAP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--FAHD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--FAM65C"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--NMRAL1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--PHF16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--RASSF8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--SPG20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--VASN"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCYAP1R1--TYK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--PCGF3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADI1--DPY30"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADIPOR2--SLC2A13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADK--SIRT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADNP--PCIF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADRBK1--STAT6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADRBK2--AP1B1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADRBK2--EP300"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADRBK2--RHBDL3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADRBK2--ZNRF3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADRM1--CCT5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADSL--CDH18"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADSS--AZIN1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADSS--BPNT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ADSS--CAPRIN2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP1--ANKS1A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP1--NDUFV1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP1--SLC38A5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP2--GYS2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP2--LMO3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP2--PLEKHA5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"AEBP2--PRLR"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AEBP2--ST8SIA1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AES--FOXP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AES--TNNT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFAP1--AKR1C1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"AFF1--C4orf36"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFF1--GAST"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFF1--GPRIN3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFF1--KLHL8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFF1--PAQR3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFF1--WWOX"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFMID--TMC8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFTPH--ELF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AFTPH--GLYATL3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--ADAMTS2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--CIR1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--ERBB4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--RHOU"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--SNX1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--SPATA6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--TRHDE"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP1--USP40"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP2--CNOT2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP2--CYP27B1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP2--PGC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP2--RAB21"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP3--EXOSC9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGAP3--GRM3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGFG1--TET3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGFG2--COPS6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGL--ARHGDIB"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPAT1--HECA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPAT3--ELK4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPAT3--RRP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPAT5--KCNU1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPAT5--PRSS55"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPHD1--DNAJA4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPS--PDE11A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPS--PHOCN"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGPS--ZNF385B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGR2--ANKS1A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGR2--ANXA1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGR2--EIF2AK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGRN--SIAE"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AGTPBP1--DAPK1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHCYL1--GNAI3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHCYL2--IP6K2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHDC1--CACHD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHDC1--DNAJC8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHDC1--TAF12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHNAK--BIRC6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHNAK--NXF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHNAK--SUPT16H"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHNAK--TYK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHR--CUL4B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHR--TSPAN13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHRR--AVIL"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHRR--CSNK1E"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AHSA2--C2orf74"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"AHSG--STAT6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AIF1L--NRSN2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AJAP1--CYTH3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AK2--MKL1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AK5--USP33"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP10--C17orf39"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP10--CCL3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP13--ADAMTSL3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP13--MUSK"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP13--MYL5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP13--RFX7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP13--SYNE1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP2--AGTPBP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP6--PRKD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP7--C6orf103"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP8--CALR3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP8L--WIZ"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKAP9--ZNF3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKIRIN2--CUL7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKIRIN2--FAM59A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKNA--DFNB31"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKNA--ENOX1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKR1A1--EIF2C3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT1--ANKS1A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT2--ELK3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT2--SRRM5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT2--YIF1B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT3--ADSS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT3--HEATR1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AKT3--PTPRR"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALAS1--PARP3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALAS1--RBM6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--ARFGEF2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--DDX21"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--EXOSC9"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"ALB--FOXP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--PLEKHA5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--SEC63"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--SQSTM1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--TLN1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALB--UBAC1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH1A1--FXYD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH1A1--TYK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH2--LIN7A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH2--LRBA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH3A1--NF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH3B2--ODZ4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH3B2--PLA2G16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDH9A1--MGST3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--ANKS1A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--ARFGEF2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--CCT5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--DDX27"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--DDX54"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--FADS2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--INTS9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--MPHOSPH8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--NDUFV1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"ALDOA--SCN2A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALDOA--SIAE"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"ALDOA--SLC1A3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALG12--CDT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALG12--FAM116B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALG14--JAK1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALG6--SLC22A15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALG9--PDGFD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALK--GALNT14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALK--SCEL"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALK--STK39"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALKBH5--C17orf39"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALKBH5--NUF2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALKBH8--C11orf65"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALPK1--GALNTL6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALPK1--NAA15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALPL--EIF4G3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ALX4--LMX1A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMBP--SEC63"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMBP--TYK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMBRA1--CAT"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMBRA1--CKAP5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMBRA1--LRP4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"AMBRA1--TRPC6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMDHD1--ACSS3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMFR--PLLP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMOTL1--KIAA1731"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMOTL1--PIWIL4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMPD2--ALB"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AMZ2--KDM1B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANAPC2--EYS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANAPC5--ADAM15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANAPC7--CORO1C"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANGPT1--TNFRSF11B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANGPTL4--CLCN3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANK2--ARHGAP31"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANK3--ACTA2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKDD1A--PLEKHO2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKH--ANO6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKH--DNAH5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKH--R3HDM1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKHD1--PAIP2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKHD1-EIF4EBP3--C5orf32"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKIB1--CDK14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKIB1--CYP3A4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKIB1--LMTK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKIB1--PEX1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKIB1--TNFRSF17"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKLE2--MGAT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKMY1--GPR35"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--BRMS1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--C16orf7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--CDH15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--CHMP1A"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"ANKRD11--CNOT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--CPNE7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--ERGIC2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--NAALADL2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--SPIRE2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD11--STARD10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD12--C10orf11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD12--DLGAP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD12--EPB41L3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD13C--FZR1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD13C--PTGER3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD26--MCM10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD27--DPY19L3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD27--RNF38"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD27--SLC7A9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD27--TDRD12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD27--ZNF536"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD28--GRM7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD28--TM9SF4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD36--UGGT1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD40--NFIX"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD44--ANKAR"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD44--FASTKD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD46--NCALD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD52--ASPHD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKRD52--DYRK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS1A--MYO1F"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS1A--PIGN"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS1B--PTPRQ"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS3--C16orf71"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS3--GLYR1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS3--Sep-12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS3--ZNF500"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANKS6--STX17"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANLN--TMEM135"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO1--CDC42BPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO1--CWF19L2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO1--KIF21A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO1--SLC7A8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO10--SCN5A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO2--NUDT3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO4--C12orf66"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO4--NTS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO5--CARS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO5--CPM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO6--EDA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO6--PEBP4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO6--PKP2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO7--PHC2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANO7--RALBP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANXA1--TLN1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANXA4--GKN1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANXA4--PKN1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"ANXA6--UTRN"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP1B1--ADRBK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP1B1--CLCN3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP1B1--NIPSNAP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP1G1--MTSS1L"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP1G1--PMFBP1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP1M1--PYCR1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP2A1--VRK3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP2A2--NLRC5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP2A2--TOLLIP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP2A2--TSPAN4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP2A2--VPS26A"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP2M1--TYK2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP3B1--CAMLG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP3B1--IPO11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP3B1--LHFPL2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP3B2--HOMER2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP3D1--DOT1L"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"AP3D1--PLEKHF1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"AP4B1--C1orf88"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APAF1--HOXC10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APAF1--LRRIQ1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APBA1--RAD23B"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APBA1--SUSD1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APBA2--OCA2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APBA2--SOAT2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APC--C5orf13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APC--REEP2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"APC--SLC27A6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"API5--GANC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
