"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"APPL1--SPATA12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"APPL2--ACTN4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"APPL2--APPL2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"APPL2--CIT"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"APRT--APRT"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"APTX--ARL5B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"APTX--GNE"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"APTX--NOL6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"APTX--SLC50A1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AQP1--CHI3L2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"AQP2--FOXP1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"AQP4--AQP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AQP7P1--RBFOX2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AQP7P1--TSPO"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AQPEP--IDO2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AQR--FARSB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AR--MRPL16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAF--ARAF"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAP1--FADD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARAP1--IL12RB2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAP1--INTS5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAP1--MOGAT2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARAP1--RP11-831H9.11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAP1--SDCCAG3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAP1--USP35"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARAP2--PACS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARAP3--BSDC1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARC41--CCL2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARCN1--JAKMIP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AREL1--AREL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AREL1--SRPK2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF1--ARF1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARF1--DCAF5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF1--HSPA9"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARF1--PFN2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF1--PLCD4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF3--ARF3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARF3--CHFR"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARF3--ITPR2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF3--NDUFA6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF3--OGFOD2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF3--SLC38A7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF4--1.Dec"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARF5--ARF5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGAP1--ARFGAP1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ARFGAP1--SPAG4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGAP1--UQCC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGAP2--ARFGAP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGAP2--CELF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGAP2--FBRSL1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGAP2--SH3GL2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGAP3--ARFGAP3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGEF1--ARFGEF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGEF1--CCDC94"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGEF1--CPA6"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"ARFGEF1--LINC01111"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGEF1--PPAP2A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGEF1--RP11-366K18.3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGEF1--SORCS2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGEF2--BRWD1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGEF2--CNIH2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARFGEF2--FAM19A5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGEF2--TMED11P"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFGEF2--TSHZ2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFGEF3--LOC100507406"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFIP1--DUSP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFIP1--FGB"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARFIP1--SMAD5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFRP1--ADRM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARFRP1--ODF2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARGLU1--CXCR4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARGLU1--LPIN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARGLU1--NACA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARGLU1--NAPG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP1--ZNF408"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP10--FBXW2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP10--RPL30"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP10--TMEM184C"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"5"
"ARHGAP11A--CHRFAM7A"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGAP12--ARHGAP12"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP12--PPPDE2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP12--SORCS3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP15--FBXO2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP15--INPP5D"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP15--KYNU"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGAP15--LILRA6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP15--MBNL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP17--CDC5L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP17--NFIC"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP18--C6orf204"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP18--COX7A2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP19--RRP12"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGAP21--ARHGAP21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP21--ASPHD2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP21--C15orf38-AP3S2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP21--CALN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP21--ENKUR"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP21--PDCD11"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP21--WAC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP21--ZGPAT"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP22--AQP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP23--ACCN1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP23--ASIC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP23--KLK6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP23--TEX14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP24--ARHGAP24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP24--BANK1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP24--C4orf14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP24--STAC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP26--ARHGAP26"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"ARHGAP26--FGF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP26--NRG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP26--SMARCC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP28--L3MBTL4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP29--HACL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP29--MID2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP29--PPAP2A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP30--ARHGAP30"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP31--CD320"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP32--AHNAK"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP32--C20orf24"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP32--CWF19L2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP32--DONSON"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP32--EPB41L2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP32--FCHSD2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP32--LARP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP32--TGIF2-C20ORF24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP35--ARHGAP35"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP35--COL22A1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGAP35--RERE"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP4--ARHGAP4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGAP42--ARHGAP42"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP42--PGR"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGAP44--DNAH2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP44--RPL38"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP5--ARHGAP5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP5--C18orf10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP5--NUBPL"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGAP6--BACH2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP6--MBD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP8--ACLY"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP8--GTPBP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP9--AVIL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGAP9--MARS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGDIA--RNF213"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGDIA--SQSTM1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"ARHGDIB--ARHGDIB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGDIB--CASQ2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGDIB--ENO1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGDIB--RP11-677C1.2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF1--CELF2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF1--ITIH4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF1--KLHL24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF1--R3HDM4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF1--TMC8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF10L--CSDE1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF10L--LGALS4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF10L--ORM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF10L--PADI4"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"8"
"ARHGEF10L--PADI6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF11--COL6A3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF11--DIS3L2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF11--ETV3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF11--ETV3L"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF11--SEMA7A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF12--ANKRD29"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF12--ARHGEF12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF12--CNTN5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF12--SIK3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF12--UQCC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF15--ARHGEF15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF17--ARHGEF17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF17--C11orf67"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF17--EP300"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF17--WDR74"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF18--ABL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF18--ATL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF18--C11orf67"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF18--HSCB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF18--MAPKAP1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF18--MYO9B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF19--ANO7L1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF2--PAQR6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"ARHGEF2--RAB6A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF2--SMG5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF2--SSR2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGEF3--ACP6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGEF3--ANO10"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARHGEF3--FDFT1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF3--HESX1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF3--ILVBL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF3--MALAT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF3--RHAG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF3--RPL23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF3--SDC4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF37--ARHGEF37"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF37--DIRC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF37--ETF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF38--GSTCD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF38--ZNF622"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF4--ECE1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF7--ARHGEF7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF7--ATP11A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF7--KLF10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF7--SPATA7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARHGEF7--TMCO3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF7--TUSC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF7--UBQLN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF7--ZNF512"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF9--CISD2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARHGEF9--DIP2A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1A--ARID1A"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"
"ARID1A--BEND5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1A--DHDDS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1A--HMGN2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1A--NIPBL"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1A--RNF31"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID1A--SEC11A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1A--TFPI"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1A--THBS3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1A--TRNP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1A--WDTC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1A--YTHDF2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"5"
"ARID1B--AL590867.1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1B--ARID1B"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID1B--C6orf35"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1B--ENPP4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1B--EZR"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1B--NCL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1B--PARK2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID1B--PLCG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1B--PLEKHG1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1B--PREP"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID1B--RAPGEF4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1B--SESTD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID1B--SNX9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1B--SYNE1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID1B--TIAM2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID2--ANO6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID2--FAM48A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID2--RBAK-LOC389458"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID2--SCAF11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID2--TMPRSS2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID2--ZNF641"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID3A--MORC2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID3A--PMEPA1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID3A--PRPF31"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID3B--USP47"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID4A--ARID4A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID4A--C14orf149"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID4A--C14orf37"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID4A--NPAS3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID4B--ALB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID4B--ARID4B"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID4B--B3GALNT2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID4B--DDX21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID4B--GGPS1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID4B--GNPAT"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARID4B--NTPCR"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID4B--PCNXL2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID4B--SLC4A7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID4B--TM9SF2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID5B--ABLIM1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ARID5B--ARID5B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID5B--CDAN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID5B--CREB5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID5B--DIS3L2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID5B--NOTCH2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARID5B--RPL13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARIH1--ARIH1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"ARIH1--EPB41L1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARIH1--OLFM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARIH2--ARIH2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARIH2--CAMP"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARIH2--DHX30"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARIH2--RHOA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARIH2--SLC25A20"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARIH2--TOX3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARIH2--TRIO"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARIH2--USP9X"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL10--TRPM3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--ARL15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--ASCC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--CA13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--CDC42SE2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARL15--GPI"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--KCNIP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--MOCS2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARL15--NSD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL15--PPP2R2A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL16--C16orf70"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ARL16--LPIN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL17A--AGTRAP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL17A--AMZ2P1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ARL17A--ARL17A"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ARL17A--GRHL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
